id,trigger,conditions,script,text,options,notes
psk_acceptStorySel,DialogOptionSelected,$option == psk_acceptStory,,"해적은 콧소리를 내며 그의 팔을 교차시킵니다. ""듣고 있습니다.""
 
당신은 병참장교가 준비한 보고서를 꺼내서 요약을 읽기 시작하며, 당신의 자산을 통해 이동하는 크레딧을 설명하는 큰 숫자를 주의 깊게 설명합니다.
 
해적의 탐욕을 불태우는 데는 약간의 시간이 걸립니다. 당신은 극적으로 잠시 멈춰서 TriPad를 살펴봅니다. $personName 님이 $hisOrHer의 입술을 핥으며 ""계약을 맺으셨군요.""라고 말합니다.","psk_accept:""그럴 줄 알았어요.""",
pirateStationKingDeclineSel,DialogOptionSelected,$option == psk_decline,FireAll PopulateOptions,"$HeOrShe는 슬픈 듯 $hisOrHer 고개를 흔들었습니다. ""노력했지, 그렇지? 네 사랑스러운 작은 식민지에 무슨 일이라도 생기면 정말 안타까운 일이겠지.""",,
pirateStationKingAcceptSel,DialogOptionSelected,$option == psk_accept,"$playerHasDealWithPirateBaseCommander = true
AddPotentialContact
HA_CMD addStationKingScript","해적은 $hisOrHer 통신 콘솔 뒤에서 무언가 병을 꺼내 들어 올립니다.
 
""우리의 상호 발전을 위해!"" $heOrShe가 선언한 후 길게 들이마십니다. $HeOrShe는 콘솔에 병을 쾅 닫고 $hisOrHer 소매로 $hisOrHer 입을 닦지만 트림은 잘 억제되지 않습니다.
 
그것으로 당신의 '배치'가 봉인된 것 같습니다.",psk_continue:계속,
pirateStationKingContinueSel,DialogOptionSelected,$option == psk_continue,FireAll PopulateOptions,,,
# talking to the pirate base commander to cancel the deal,,,,,,
PSKCancelDealOption,PopulateOptions,"$pirateBaseCommander score:1000
$playerHasDealWithPirateBaseCommander
HA_CMD baseInvolved",,,"50:psk_cancelDeal:""우리의 합의는 더 이상 나에게 맞지 않습니다.""",
psk_cancelDealSel,DialogOptionSelected,$option == psk_cancelDeal,,"""오!"" $HeOrShe는 실제로 당신의 선언에 충격을 받았지만 빠르게 쿨하게 행동하려고 노력합니다. ""더 안타깝네요. 제 완벽한 하루에 오점이 될 거에요. 하지만"" $heOrShe는 어깨를 으쓱했습니다. ""알겠습니다. 1위를 찾아야 해요. 그렇지 않으면 당신은 쉬운 먹잇감처럼 보입니다."" 
 
$HeOrShe는 $그의 가슴을 두드리며 $그의 손의 떨림을 거의 숨길 뻔했습니다. ""논의하고 메시지를 받았습니다. 이제 다시 생각해보시겠어요?""","psk_cancelDealConfirm:""끝났어요. 반복하게 하지 마세요""
psk_cancelDealNeverMind:""좋아요, 보호 계약을 유지합시다""",
psk_cancelDealNeverMidn,DialogOptionSelected,$option == psk_cancelDealNeverMind,FireAll PopulateOptions,"""현명하게 해냈습니다, 함장님."" $HeOrShe는 $hisOrHer의 안도감을 숨기려고 합니다. ""우리의 약속이 우리 각자가 인생에서 더 나은 것을 즐기며 더 많은 시간을 보낼 수 있다는 것을 의미하는데 왜 싸울까요?""
 
$HeOrShe는 통신 콘솔 옆에 숨겨져 있는 더러운 병을 튕겨 뚜렷한 '팅' 소리를 냅니다.",,
psk_cancelDealConfirm,DialogOptionSelected,$option == psk_cancelDealConfirm,"HA_CMD endStationKingDeal
$playerEndedDealFaceToFace = true
FireAll PopulateOptions","$HeOrShe는 가만히 있어요. ""내 생각에는 우리가 서로를 이해하고 있는 것 같아요, $playerName.""
 
""내 침입자들이 당신을 사냥할 것입니다. 이제 그들을 지루하게 하지 마십시오."" $post는 이빨이 많고 즐거운 표정을 짓지 않습니다.",,
,,,,,,
# Persean League Enforcer conversation; also blockade fleets when they intercept the player,,,,,,
plEnforcerInitial,BeginFleetEncounter,"!$hassle_didAlready
!$isHostile
$pursuePlayer_hassle score:50
$hassleType == leagueEnforcer","$hassle_didAlready = true 0
$hassleComplete = true
MakeOtherFleetPreventDisengage hassle true
unset $ignorePlayerCommRequests
$enforcerScanConv = true 0
HailPlayer",,,
plEnforcerComms,OpenCommLink,"$entity.enforcerScanConv score:100
$entity.relativeStrength >= 0","$entity.ignorePlayerCommRequests = true 7
FireAll PLEnforcerOptions","링크가 생생하게 나타납니다.
 
""비정상적인 항로에서 운행 중인 수상한 함대에 통신합니다."" League $Post 는 마치 소규모 광석 밀수업자를 붙잡은 것처럼 당신을 내려다봅니다. ""이 작전부대는 상호법에 따라 안전한 여행과 상업의 자유를 규제하는 페르세우스 리그의 합법적 이익을 위해 활동합니다.""
 
$HeOrShe는 $hisOrHer 턱을 몇 도 더 높이며, ""페르시안 섹터 상업 기준 협약의 비리그 기관 및 비서명자로 보이는 대표로서, 여러분은 본 명령에 따라 무기를 내려놓고 기다려주십시오. 탑승 준비를 하십시오.""
 
$heOrShe가 비웃으며 결론을 내렸습니다. ""우리는 여러분이 문명화되었는지 확인하기 위해 여기에 왔습니다, 스페이서. 문을 열어주세요.""",,
plEnforcerCommsWeaker,OpenCommLink,"$entity.enforcerScanConv score:100
$entity.relativeStrength < 0","$entity.ignorePlayerCommRequests = true 7
MakeOtherFleetPreventDisengage hassle false
FireAll PLEnforcerOptions","링크가 생생하게 나타납니다.
 
""비정상적인 항로에서 운행 중인 수상한 함대에 통신합니다."" League $Post 가 공손하게 당신을 쳐다봅니다. ""이 작전부대는 상호법에 따라 안전한 여행과 상업의 자유를 규제하는 페르세우스 리그의 합법적 이익을 위해 활동합니다.""
 
$HeOrShe는 $hisOrHer 턱을 몇 도 더 높이며 ""페르시안 섹터 상업 기준 협약의 비리그 기관 및 비서명자로 보이는 대표로서, 여러분은 본 명령에 따라 무기를 내려놓고 기다려주십시오. 표준 검사를 위해 탑승할 준비를 하십시오.""",,
plEnforcerComply,PLEnforcerOptions,,,,plEnforcerComply:검사에 응한다,
plEnforcerRefuse,PLEnforcerOptions,"$entity.relativeStrength >= 0
!$failedToRefuse",,,"plEnforcerRefuse:""그런 말은 아무 의미가 없습니다. 여기서 당신은 그런 권한이 없습니다.""",
plEnforcerRefusePlayerStronger,PLEnforcerOptions,$entity.relativeStrength < 0,,,"plEnforcerRefuseStronger:""그 함대로? 당신은 요구를 할 위치에 있지 않습니다""",
plEnforcerJoinLeague,PLEnforcerOptions,!$askedAboutJoining,,,"plEnforcerJoinLeague:""만약 나는 Persean League의 일원이라면 이를 피할 수 있었을까요?""",
plEnforcerAgain,PLEnforcerOptions,"!$askedAboutRecentInspection
$player.inspectedByLeagueEnforcer",,,"plEnforcerAgain:""나는 방금 '검사'를 받았습니다. 당신들은 서로 대화하지 않나요?""",
plEnforcerCutComms,PLEnforcerOptions,,,,cutCommLinkNoText:통신 링크 종료 그리고 무기를 활성화,
plEnforcerComplySel,DialogOptionSelected,$option == plEnforcerComply,"ShowImageVisual quartermaster
MakeOtherFleetPreventDisengage hassle false
ApplyCRDamage $entity.fleetPoints 0.2 1 ""Persean League inspection""","검사 팀은 부드럽지 않고 해치를 찢고, 세심하게 정리된 재고를 뒤지고, 민감한 장비 클러스터를 통해 직접 활성 스캔을 실행합니다.
 
$shipOrFleet 장교들의 불평은 강경하고 절차가 복잡한 혼란에 부딪혔습니다. ""검사 중 발생한 '안타깝게도 피할 수 없는' 손상에 대한 보상을 요청하기 위해 청구 양식을 제출할 수 있습니다."" 그러나 ""적어도 한 주기 동안은 조사 기관의 응답을 기대해서는 안 됩니다"".",plEnforcerComply2:계속,
plEnforcerComplySel2,DialogOptionSelected,$option == plEnforcerComply2,"ShowPersonVisual
$player.inspectedByLeagueEnforcer = true 60","""당신은 가도 좋습니다, 스페이서."" League $Post가 무시하는 듯한 콧방귀를 뀌었습니다. ""다시는 당신을 여기서 잡아내지 못하게 해주세요.""",cutCommLinkNoText:통신 링크 종료,
plEnforcerRefuseSel,DialogOptionSelected,$option == plEnforcerRefuse,"RemoveOption plEnforcerRefuse
$failedToRefuse = true 0","""숨길 게 있나요?"" $HisOrHer의 어조가 점점 커져 ""함장님""입니다. ""승선 파티를 준비하세요. 특히... 철저하게 명령을 내리세요. 우리는 주요 우주 쓰레기를 상대하고 있습니다.""",,
plEnforcerRefusePlayerStrongerSel,DialogOptionSelected,$option == plEnforcerRefuseStronger,MakeOtherFleetPreventDisengage hassle false,"리그$포스트의 얼굴이 잠시 얼어붙었다. 그러자 $heOrShe가 말합니다.
 
""당신은 건전한 독립 운영자처럼 보입니다."" $HeOrShe는 고개를 끄덕입니다. 바로 합리적인 권위의 이미지입니다. ""경고하고 가도록 하겠습니다. 여기에는 나쁜 사람들이 있습니다, 함장님. 누군가는 그들을 지켜야 합니다.""
 
$HeOrShe는 긴장된 미소를 지었습니다. ""가셔도 됩니다.""",cutCommLinkNoText:통신 링크 종료,
plEnforcerJoinLeagueSel,DialogOptionSelected,$option == plEnforcerJoinLeague,$askedAboutJoining = true 0,"$HisOrHer의 눈썹이 치켜 올라간다. ""카제론에 있는 연맹 위원회의 저명한 대표자와 멤버십에 대해 이야기해야 합니다. 물론 회원으로서 예외적인 조건이 충족되지 않는 한 무작위 상거래 안전 검사를 받을 수는 없습니다.""
 
""우리는 실질적인 권리를 가지고 있습니다, 알잖아요."" $heOrShe가 말합니다. 신봉자로 보이는군요. ""일부 세력과는 달리요.""","plEnforcerJoinLeagueGood:""그렇게 하겠습니다. League와의 질서 정연한 연합은 이치에 맞습니다.""
plEnforcerJoinLeagueWaffle:""내가 신중히 생각해볼게, $post.""
plEnforcerJoinLeagueBad:""그리고 당신의 괴롭힘을 받아들이겠습니까? 그럴 리가 없습니다.""",
plEnforcerJoinLeagueGoodSel,DialogOptionSelected,"$option == plEnforcerJoinLeagueGood
!$player.expressedInterestInJoiningPLToEnforcer","MakeOtherFleetPreventDisengage hassle false
$player.expressedInterestInJoiningPLToEnforcer = true","실제로 League $Post의 얼굴에 미소가 번집니다. ""저는 당신에 대해 좋은 감정을 갖고 있었습니다, 함장님. 저의... 단호한 말에 대해 사과해야 합니다. 독립적인 권위자로서 당신은 이름으로 우리의 권리를 짓밟는 세력에 맞서야 할 필요성을 충분히 이해하고 있다고 확신합니다. 죽은 제국이나 낙후된 종교의.""
 
$HeOrShe는 이미지가 아닌 사람에게 수신호를 보냅니다. ""물론 가셔도 됩니다. Kazeron의 조선소는 수리하고 보충하기에 아주 좋은 곳입니다. 저에게 물어보신다면 이 구역에서 이보다 더 좋은 작업은 없습니다.""
 
""밝게 타오르세요! 다음 만남에서 리그의 당신을 환영하겠습니다.""",cutCommLinkNoText:통신 링크 종료,
plEnforcerJoinLeagueGoodSel2,DialogOptionSelected,"$option == plEnforcerJoinLeagueGood
$player.expressedInterestInJoiningPLToEnforcer",FireAll PLEnforcerOptions,"$Post $personLastName 님의 표정이 조금만 서늘해지며 마치 동면 상태에서 깨어난 것처럼 보입니다.
 
""저를 바보라고 생각하시나봐요, $playerName. 쉽게 풀릴 수 있기를 바라면서 모든 리그 순찰대원에게 같은 이야기를 하시나요?""
 
$HeOrShe $heOrShe가 다른 사람에게 ""중위님, 탑승 파티를 준비하게 해주세요. 이번 파티는 더욱 철저하게 준비하겠습니다.""라고 말하자 당신은 눈부시게 쳐다보며 말합니다.",,
plEnforcerJoinLeagueWaffleSel,DialogOptionSelected,$option == plEnforcerJoinLeagueWaffle,FireAll PLEnforcerOptions,"$Post $personLastName의 표정이 멋집니다.
 
""그렇습니다. 연합의 이점을 신중히 생각하시는 동안, 저는 아직 해야 할 일이 있습니다."" $HeOrShe는 이미지에 맞지 않는 사람에게 ""중위님, 탑승 파티를 준비하게 해주세요""라고 말합니다.",,
plEnforcerJoinLeagueBadSel,DialogOptionSelected,$option == plEnforcerJoinLeagueBad,"AdjustRepActivePerson SUSPICIOUS -1
FireAll PLEnforcerOptions","$post 에서 거의 호의적인 표정이었던 $personLastName의 얼굴이 즉시 찡그린 얼굴로 변합니다.
 
$HeOrShe는 이미지가 아닌 사람에게 말을 걸면서 시원한 눈초리로 당신을 고치며 말합니다. ""경위님, 탑승 파티를 준비하세요. 철저하세요. 저희는 말썽꾼이 생겼어.""",,
plEnforcerAgainSel,DialogOptionSelected,$option == plEnforcerAgain,"RemoveOption plEnforcerAgain
$askedAboutRecentInspection = true 0","$heOrShe는 ""아마도 아직 명령에 따라 보고서를 제출하지 않았을 것입니다.""라고 쾌활하게 말했습니다. ""도적과 밀수업자가 너무 많아 관료들을 따라잡을 시간이 거의 없습니다.""
 
""그래서 제가 조사를 진행해야 한다는 것을 이해하실 거라 믿습니다."" $hisOrHer의 얼굴에는 쌀쌀한 미소와 도전의 빛이 피어납니다. ""표준 절차.""",,
# Persean League punitive expedition fleet,,,,,,
plPunExComms,OpenCommLink,$entity.PLPE_fleet score:1000,$entity.ignorePlayerCommRequests = true 7,"통신 소리가 윙윙거리며 이미지가 형성됩니다.
 
""$playerName 함장님."" 페르세안 리그 $post가 적의를 숨기지 않은 채 당신을 쳐다봅니다. ""당신은 한때 우리 중 하나였습니다. 당신은 함께 새로운 부문을 건설한다고 믿었습니다."" $HisOrHer의 목소리가 낮아집니다. ""그런데 당신은 믿은 적이 있었나요, 아니면 항상 속임수였나요? 우리의 이상을 배반할 만큼 당신이 얻을 수 있는 것이 무엇이었나요?""
 
$HeOrShe는 잠시 잠시 멈췄다가 대신 훈계하는 말에 통신 차단을 더 탭합니다.
OR
통신이 이미지를 형성하고 초점이 맞춰집니다.
 
""당신이 한때 리그의 일원이었다고 생각하자"" $heOrShe는 $hisOrHer의 머리를 혐오스러운 듯 흔들었습니다. ""당신은 야만성을 선택했으므로 우리는 당신이 아는 유일한 언어인 무차별 대입으로 당신을 상대하겠습니다.""
 
$HeOrShe는 통신을 끊으라는 갑작스러운 신호를 보냅니다.",cutCommLinkNoText:통신 링크 종료,
plPunExComms2,OpenCommLink,"$entity.PLPE_fleet score:1000
$player.numTimesLeftLeague >= 2",$entity.ignorePlayerCommRequests = true 7,"통신이 선명하게 연결됩니다.
 
Persean League $post 에서는 ""물론 내가 당신에게 말할 이유가 전혀 없습니다""라고 말합니다. ""나는 리그를 위해 폭력을 행사하기 전에 당신의 얼굴을 보았다고 말할 수 있기를 바랐던 것 같습니다."" $HeOrShe는 더 가까이 다가가며 말했습니다. ""나는 당신과 달리 명예와 존엄성을 믿기 때문입니다.""
 
$HeOrShe는 당신이 응답하기 전에 차단했습니다.
OR
통신이 선명하게 연결됩니다.
 
""당신은 이미 두 번이나 맹세를 어겼습니다. ,"" Persean League의 $post 말합니다. $HeOrShe의 목소리에는 명백한 조롱이 드러납니다 $hisOrHer는 자신의 선원들과 장교들에게 말하려고 돌아섭니다 ""League의 원칙을 공격하는 도발적인 적들의 운명을 목격하라!""
 
$HisOrHer가 손을 떨어뜨리며 응답하기 전에 통신 중단 신호를 보냅니다.",cutCommLinkNoText:통신 링크 종료,
"# Persean League blockade fleet, not the Grand Armada",,,,,,
plBlockaderComms,OpenCommLink,"$entity.PLB_isBlockading score:1000
!$entity.PLB_armada
!$entity.pursuePlayer_hassle",$entity.ignorePlayerCommRequests = true 7,"통신은 리그 꼭대기에 잠시 걸려 있다가 약간 준비되지 않은 $post 에 연결됩니다.
 
""독립적인 $shipOrFleet 공격자, 식민지 지도자. 페르세우스 리그를 대신하여 인사말을 받아 주십시오. 그리고 제가 개인적으로 약속하는 바는 다음과 같습니다. 우리는 단지 우리가 공유하는 권리와 자유를 보장하기만을 추구합니다.""
 
불편한 침묵이 흐른 뒤 ""나는 이 League 작전을 대신하여 협상할 권한이 없습니다. 당신은 대함대(Grand Armada)의 프라임 나바크(Prime Navarch)와 대화해야 할 것입니다."" 
 
$HeOrShe는 통신이 중단되도록 이동합니다.",cutCommLinkNoText:통신 링크 종료,
